,image,dog,bounds_x_before,bounds_x,bounds_y_before,bounds_y,bounds_width_before,bounds_width,bounds_height_before,bounds_height,L_eye_v,L_eye_x_before,L_eye_x,L_eye_y_before,L_eye_y,R_eye_v,R_eye_x_before,R_eye_x,R_eye_y_before,R_eye_y,L_ear_v,L_ear_x_before,L_ear_x,L_ear_y_before,L_ear_y,R_ear_v,R_ear_x_before,R_ear_x,R_ear_y_before,R_ear_y,Nose_v,Nose_x_before,Nose_x,Nose_y_before,Nose_y,Throat_v,Throat_x_before,Throat_x,Throat_y_before,Throat_y,Tail_v,Tail_x_before,Tail_x,Tail_y_before,Tail_y,withers_v,withers_x_before,withers_x,withers_y_before,withers_y,L_F_elbow_v,L_F_elbow_x_before,L_F_elbow_x,L_F_elbow_y_before,L_F_elbow_y,R_F_elbow_v,R_F_elbow_x_before,R_F_elbow_x,R_F_elbow_y_before,R_F_elbow_y,L_B_elbow_v,L_B_elbow_x_before,L_B_elbow_x,L_B_elbow_y_before,L_B_elbow_y,R_B_elbow_v,R_B_elbow_x_before,R_B_elbow_x,R_B_elbow_y_before,R_B_elbow_y,L_F_knee_v,L_F_knee_x_before,L_F_knee_x,L_F_knee_y_before,L_F_knee_y,R_F_knee_v,R_F_knee_x_before,R_F_knee_x,R_F_knee_y_before,R_F_knee_y,L_B_knee_v,L_B_knee_x_before,L_B_knee_x,L_B_knee_y_before,L_B_knee_y,R_B_knee_v,R_B_knee_x_before,R_B_knee_x,R_B_knee_y_before,R_B_knee_y,L_F_paw_v,L_F_paw_x_before,L_F_paw_x,L_F_paw_y_before,L_F_paw_y,R_F_paw_v,R_F_paw_x_before,R_F_paw_x,R_F_paw_y_before,R_F_paw_y,L_B_paw_v,L_B_paw_x_before,L_B_paw_x,L_B_paw_y_before,L_B_paw_y,R_B_paw_v,R_B_paw_x_before,R_B_paw_x,R_B_paw_y_before,R_B_paw_y,height,width
416,416.jpeg,1,0.183333333,55,0.091666667,22,0.553333333,166,0.825,198,1,0.616666667,185,0.370833333,89,1,0.42,126,0.404166667,97,1,0.673333333,202,0.220833333,53,1,0.28,84,0.245833333,59,1,0.563333333,169,0.533333333,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.653333333,196,0.6125,147,1,0.3,90,0.641666667,154,0,0,0,0,0,0,0,0,0,0,1,0.593333333,178,0.695833333,167,1,0.473333333,142,0.841666667,202,0,0,0,0,0,0,0,0,0,0,240,300
417,417.jpeg,1,0.23,69,0.171232877,50,0.76,228,0.815068493,238,1,0.523333333,157,0.315068493,92,1,0.383333333,115,0.311643836,91,1,0.61,183,0.23630137,69,1,0.306666667,92,0.243150685,71,1,0.453333333,136,0.438356164,128,1,0.446666667,134,0.647260274,189,0,0,0,0,0,1,0.703333333,211,0.476027397,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,300
418,418.jpeg,1,0.116666667,35,0.106666667,24,0.8,240,0.791111111,178,1,0.2,60,0.204444444,46,0,0,0,0,0,1,0.273333333,82,0.164444444,37,0,0,0,0,0,1,0.14,42,0.271111111,61,1,0.236666667,71,0.395555556,89,1,0.746666667,224,0.417777778,94,1,0.406666667,122,0.333333333,75,1,0.363333333,109,0.622222222,140,0,0,0,0,0,1,0.67,201,0.591111111,133,0,0,0,0,0,1,0.37,111,0.795555556,179,0,0,0,0,0,1,0.806666667,242,0.76,171,0,0,0,0,0,1,0.34,102,0.875555556,197,1,0.326666667,98,0.831111111,187,1,0.816666667,245,0.866666667,195,1,0.726666667,218,0.8,180,225,300
419,419.jpeg,1,0.043333333,13,0.02173913,6,0.926666667,278,0.97826087,270,1,0.613333333,184,0.420289855,116,1,0.263333333,79,0.333333333,92,1,0.82,246,0.293478261,81,1,0.213333333,64,0.126811594,35,1,0.303333333,91,0.673913043,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,300
420,420.jpeg,1,0.076666667,23,0.045283019,12,0.9,270,0.935849057,248,1,0.246666667,74,0.18490566,49,1,0.18,54,0.169811321,45,1,0.306666667,92,0.128301887,34,1,0.14,42,0.120754717,32,1,0.203333333,61,0.230188679,61,1,0.233333333,70,0.403773585,107,1,0.86,258,0.471698113,125,1,0.42,126,0.237735849,63,1,0.416666667,125,0.498113208,132,0,0,0,0,0,1,0.62,186,0.660377358,175,0,0,0,0,0,1,0.31,93,0.626415094,166,0,0,0,0,0,1,0.666666667,200,0.830188679,220,0,0,0,0,0,1,0.36,108,0.694339623,184,1,0.34,102,0.758490566,201,1,0.593333333,178,0.913207547,242,0,0,0,0,0,265,300
421,421.jpeg,1,0.356666667,107,0.138461538,27,0.64,192,0.78974359,154,1,0.536666667,161,0.374358974,73,1,0.46,138,0.379487179,74,1,0.586666667,176,0.261538462,51,1,0.456666667,137,0.251282051,49,1,0.48,144,0.435897436,85,1,0.513333333,154,0.6,117,0,0,0,0,0,0,0,0,0,0,1,0.673333333,202,0.820512821,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.563333333,169,0.861538462,168,1,0.453333333,136,0.830769231,162,0,0,0,0,0,0,0,0,0,0,1,0.486666667,146,0.882051282,172,1,0.426666667,128,0.871794872,170,0,0,0,0,0,0,0,0,0,0,195,300
422,422.jpeg,1,0.103333333,31,0.09,18,0.733333333,220,0.88,176,1,0.786666667,236,0.265,53,1,0.726666667,218,0.275,55,1,0.773333333,232,0.145,29,1,0.653333333,196,0.17,34,1,0.773333333,232,0.33,66,1,0.716666667,215,0.455,91,1,0.3,90,0.44,88,1,0.613333333,184,0.365,73,0,0,0,0,0,1,0.686666667,206,0.61,122,0,0,0,0,0,1,0.393333333,118,0.615,123,1,0.613333333,184,0.75,150,1,0.656666667,197,0.83,166,0,0,0,0,0,1,0.333333333,100,0.845,169,1,0.616666667,185,0.835,167,1,0.683333333,205,0.895,179,0,0,0,0,0,1,0.36,108,0.925,185,200,300
423,423.jpeg,1,0.13,39,0.085427136,17,0.646666667,194,0.814070352,162,1,0.706666667,212,0.306532663,61,1,0.646666667,194,0.311557789,62,1,0.693333333,208,0.231155779,46,1,0.593333333,178,0.261306533,52,1,0.726666667,218,0.386934673,77,1,0.643333333,193,0.557788945,111,0,0,0,0,0,1,0.47,141,0.43718593,87,0,0,0,0,0,1,0.506666667,152,0.788944724,157,0,0,0,0,0,1,0.28,84,0.618090452,123,1,0.72,216,0.773869347,154,1,0.603333333,181,0.798994975,159,0,0,0,0,0,1,0.166666667,50,0.738693467,147,1,0.166666667,50,0.743718593,148,1,0.726666667,218,0.859296482,171,1,0.676666667,203,0.859296482,171,0,0,0,0,0,199,300
424,424.jpeg,1,0.03,9,0.08,16,0.893333333,268,0.9,180,1,0.746666667,224,0.355,71,1,0.666666667,200,0.365,73,1,0.76,228,0.225,45,1,0.65,195,0.245,49,1,0.72,216,0.485,97,1,0.766666667,230,0.595,119,1,0.42,126,0.475,95,0,0,0,0,0,1,0.89,267,0.74,148,1,0.69,207,0.8,160,0,0,0,0,0,1,0.526666667,158,0.62,124,1,0.873333333,262,0.835,167,1,0.773333333,232,0.875,175,0,0,0,0,0,1,0.38,114,0.695,139,1,0.88,264,0.91,182,1,0.88,264,0.91,182,1,0.806666667,242,0.925,185,0,0,0,0,0,200,300
425,425.jpeg,1,0.01,3,0.1,24,0.873333333,262,0.833333333,200,1,0.86,258,0.2,48,1,0.773333333,232,0.2125,51,1,0.826666667,248,0.116666667,28,1,0.713333333,214,0.15,36,1,0.84,252,0.25,60,1,0.756666667,227,0.458333333,110,1,0.193333333,58,0.325,78,1,0.606666667,182,0.254166667,61,0,0,0,0,0,1,0.54,162,0.5125,123,0,0,0,0,0,1,0.293333333,88,0.429166667,103,1,0.716666667,215,0.783333333,188,1,0.54,162,0.779166667,187,1,0.246666667,74,0.729166667,175,1,0.11,33,0.720833333,173,1,0.76,228,0.879166667,211,1,0.563333333,169,0.904166667,217,1,0.283333333,85,0.845833333,203,1,0.093333333,28,0.870833333,209,240,300
426,426.jpeg,1,0.103333333,31,0.01,2,0.8,240,0.99,198,1,0.8,240,0.305,61,1,0.7,210,0.325,65,1,0.816666667,245,0.175,35,1,0.656666667,197,0.22,44,1,0.753333333,226,0.375,75,1,0.743333333,223,0.56,112,1,0.253333333,76,0.415,83,1,0.616666667,185,0.4,80,0,0,0,0,0,1,0.64,192,0.75,150,0,0,0,0,0,1,0.366666667,110,0.645,129,0,0,0,0,0,1,0.65,195,0.915,183,1,0.226666667,68,0.83,166,1,0.286666667,86,0.85,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300
427,427.jpeg,1,0.056666667,17,0.049751244,10,0.873333333,262,0.925373134,186,1,0.85,255,0.253731343,51,1,0.746666667,224,0.253731343,51,1,0.87,261,0.15920398,32,1,0.716666667,215,0.134328358,27,1,0.793333333,238,0.407960199,82,1,0.733333333,220,0.512437811,103,1,0.133333333,40,0.333333333,67,1,0.646666667,194,0.288557214,58,0,0,0,0,0,1,0.613333333,184,0.626865672,126,0,0,0,0,0,1,0.213333333,64,0.592039801,119,1,0.596666667,179,0.825870647,166,1,0.67,201,0.800995025,161,0,0,0,0,0,1,0.103333333,31,0.781094527,157,1,0.623333333,187,0.935323383,188,1,0.7,210,0.940298507,189,0,0,0,0,0,1,0.16,48,0.940298507,189,201,300
428,428.jpeg,1,0.07,21,0.030973451,7,0.82,246,0.911504425,206,1,0.17,51,0.216814159,49,0,0,0,0,0,1,0.246666667,74,0.154867257,35,1,0.166666667,50,0.119469027,27,1,0.08,24,0.269911504,61,1,0.226666667,68,0.42920354,97,1,0.746666667,224,0.530973451,120,1,0.366666667,110,0.336283186,76,1,0.353333333,106,0.619469027,140,0,0,0,0,0,1,0.653333333,196,0.64159292,145,0,0,0,0,0,1,0.363333333,109,0.827433628,187,0,0,0,0,0,1,0.866666667,260,0.783185841,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.853333333,256,0.915929204,207,0,0,0,0,0,226,300
429,429.jpeg,1,0.026548673,6,0.046666667,14,0.96460177,218,0.946666667,284,1,0.522123894,118,0.336666667,101,1,0.362831858,82,0.323333333,97,1,0.575221239,130,0.233333333,70,1,0.362831858,82,0.23,69,1,0.415929204,94,0.426666667,128,1,0.415929204,94,0.543333333,163,0,0,0,0,0,1,0.646017699,146,0.456666667,137,1,0.584070796,132,0.656666667,197,1,0.362831858,82,0.58,174,0,0,0,0,0,0,0,0,0,0,1,0.433628319,98,0.853333333,256,1,0.234513274,53,0.636666667,191,0,0,0,0,0,0,0,0,0,0,1,0.336283186,76,0.98,294,1,0.132743363,30,0.74,222,0,0,0,0,0,0,0,0,0,0,300,226
430,430.jpeg,1,0.216666667,65,0.060377358,16,0.526666667,158,0.883018868,234,1,0.333333333,100,0.211320755,56,0,0,0,0,0,1,0.443333333,133,0.203773585,54,0,0,0,0,0,1,0.23,69,0.260377358,69,1,0.383333333,115,0.441509434,117,0,0,0,0,0,0,0,0,0,0,1,0.556666667,167,0.652830189,173,1,0.36,108,0.637735849,169,0,0,0,0,0,0,0,0,0,0,1,0.546666667,164,0.8,212,1,0.36,108,0.781132075,207,1,0.68,204,0.803773585,213,1,0.453333333,136,0.803773585,213,1,0.583333333,175,0.901886792,239,1,0.366666667,110,0.883018868,234,1,0.72,216,0.901886792,239,0,0,0,0,0,265,300
431,431.jpeg,1,0.149779736,34,0.046666667,14,0.81938326,186,0.933333333,280,1,0.572687225,130,0.236666667,71,1,0.392070485,89,0.25,75,1,0.669603524,152,0.143333333,43,1,0.286343612,65,0.19,57,1,0.475770925,108,0.33,99,1,0.484581498,110,0.43,129,0,0,0,0,0,0,0,0,0,0,1,0.713656388,162,0.27,81,1,0.27753304,63,0.306666667,92,1,0.612334802,139,0.766666667,230,1,0.303964758,69,0.75,225,1,0.863436123,196,0.383333333,115,1,0.251101322,57,0.463333333,139,1,0.713656388,162,0.833333333,250,1,0.220264317,50,0.87,261,1,0.920704846,209,0.486666667,146,1,0.255506608,58,0.573333333,172,1,0.568281938,129,0.923333333,277,0,0,0,0,0,300,227
432,432.jpeg,1,0.083333333,25,0.044444444,10,0.873333333,262,0.88,198,1,0.203333333,61,0.191111111,43,0,0,0,0,0,1,0.326666667,98,0.155555556,35,0,0,0,0,0,1,0.106666667,32,0.271111111,61,1,0.286666667,86,0.431111111,97,1,0.813333333,244,0.751111111,169,1,0.463333333,139,0.413333333,93,1,0.373333333,112,0.617777778,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.383333333,115,0.777777778,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.343333333,103,0.866666667,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
433,433.jpeg,1,0.09,27,0.013043478,3,0.806666667,242,0.973913043,224,1,0.806666667,242,0.37826087,87,1,0.656666667,197,0.382608696,88,1,0.846666667,254,0.213043478,49,1,0.576666667,173,0.230434783,53,1,0.743333333,223,0.52173913,120,1,0.7,210,0.634782609,146,1,0.186666667,56,0.286956522,66,0,0,0,0,0,1,0.703333333,211,0.708695652,163,1,0.52,156,0.730434783,168,0,0,0,0,0,1,0.2,60,0.617391304,142,1,0.68,204,0.773913043,178,1,0.513333333,154,0.856521739,197,0,0,0,0,0,1,0.136666667,41,0.713043478,164,1,0.693333333,208,0.873913043,201,1,0.56,168,0.926086957,213,1,0.26,78,0.756521739,174,1,0.213333333,64,0.865217391,199,230,300
434,434.jpeg,1,0.356666667,107,0.16,32,0.466666667,140,0.53,106,1,0.443333333,133,0.295,59,0,0,0,0,0,1,0.476666667,143,0.26,52,1,0.42,126,0.245,49,1,0.376666667,113,0.345,69,1,0.47,141,0.455,91,1,0.713333333,214,0.425,85,1,0.573333333,172,0.43,86,1,0.56,168,0.575,115,1,0.45,135,0.525,105,1,0.733333333,220,0.505,101,0,0,0,0,0,1,0.506666667,152,0.615,123,1,0.446666667,134,0.575,115,1,0.793333333,238,0.555,111,1,0.716666667,215,0.605,121,1,0.48,144,0.685,137,1,0.38,114,0.615,123,1,0.82,246,0.555,111,0,0,0,0,0,200,300
435,435.jpeg,1,0.063333333,19,0.080645161,20,0.793333333,238,0.911290323,226,1,0.623333333,187,0.407258065,101,1,0.386666667,116,0.39516129,98,1,0.74,222,0.306451613,76,1,0.246666667,74,0.326612903,81,1,0.513333333,154,0.625,155,1,0.446666667,134,0.947580645,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,300
436,436.jpeg,1,0.09,27,0.25795053,73,0.76,228,0.706713781,200,1,0.366666667,110,0.540636042,153,1,0.273333333,82,0.51590106,146,1,0.433333333,130,0.363957597,103,1,0.246666667,74,0.339222615,96,1,0.296666667,89,0.600706714,170,1,0.313333333,94,0.699646643,198,1,0.613333333,184,0.434628975,123,0,0,0,0,0,1,0.513333333,154,0.780918728,221,0,0,0,0,0,1,0.703333333,211,0.650176678,184,0,0,0,0,0,1,0.456666667,137,0.872791519,247,0,0,0,0,0,1,0.773333333,232,0.787985866,223,0,0,0,0,0,1,0.433333333,130,0.943462898,267,0,0,0,0,0,1,0.773333333,232,0.865724382,245,0,0,0,0,0,283,300
437,437.jpeg,1,0.09,27,0.036363636,8,0.586666667,176,0.909090909,200,1,0.646666667,194,0.286363636,63,1,0.6,180,0.318181818,70,1,0.573333333,172,0.177272727,39,1,0.51,153,0.227272727,50,1,0.66,198,0.35,77,1,0.5,150,0.513636364,113,1,0.176666667,53,0.272727273,60,1,0.38,114,0.340909091,75,0,0,0,0,0,1,0.353333333,106,0.640909091,141,0,0,0,0,0,1,0.156666667,47,0.513636364,113,0,0,0,0,0,1,0.326666667,98,0.813636364,179,0,0,0,0,0,1,0.123333333,37,0.640909091,141,0,0,0,0,0,1,0.333333333,100,0.927272727,204,0,0,0,0,0,1,0.14,42,0.745454545,164,220,300
438,438.jpeg,1,0.323333333,97,0.006666667,1,0.52,156,0.986666667,148,1,0.47,141,0.273333333,41,1,0.383333333,115,0.273333333,41,1,0.553333333,166,0.186666667,28,1,0.36,108,0.166666667,25,1,0.416666667,125,0.426666667,64,1,0.47,141,0.573333333,86,1,0.72,216,0.546666667,82,0,0,0,0,0,1,0.6,180,0.673333333,101,1,0.406666667,122,0.613333333,92,1,0.736666667,221,0.8,120,0,0,0,0,0,1,0.516666667,155,0.726666667,109,1,0.403333333,121,0.793333333,119,0,0,0,0,0,1,0.58,174,0.953333333,143,1,0.46,138,0.833333333,125,1,0.463333333,139,0.92,138,0,0,0,0,0,0,0,0,0,0,150,300
439,439.jpeg,1,0.116666667,35,0.173333333,52,0.706666667,212,0.646666667,194,1,0.73,219,0.403333333,121,1,0.58,174,0.416666667,125,1,0.75,225,0.3,90,1,0.546666667,164,0.306666667,92,1,0.66,198,0.463333333,139,1,0.6,180,0.566666667,170,1,0.283333333,85,0.296666667,89,0,0,0,0,0,1,0.673333333,202,0.563333333,169,1,0.446666667,134,0.553333333,166,0,0,0,0,0,1,0.22,66,0.523333333,157,1,0.69,207,0.65,195,1,0.503333333,151,0.656666667,197,0,0,0,0,0,1,0.153333333,46,0.596666667,179,1,0.666666667,200,0.743333333,223,1,0.436666667,131,0.686666667,206,1,0.416666667,125,0.616666667,185,1,0.166666667,50,0.706666667,212,300,300
440,440.jpeg,1,0.083333333,25,0.089795918,22,0.766666667,230,0.832653061,204,1,0.48,144,0.187755102,46,1,0.396666667,119,0.216326531,53,1,0.493333333,148,0.126530612,31,1,0.333333333,100,0.204081633,50,1,0.47,141,0.306122449,75,1,0.44,132,0.436734694,107,0,0,0,0,0,0,0,0,0,0,1,0.513333333,154,0.665306122,163,1,0.303333333,91,0.575510204,141,1,0.68,204,0.326530612,80,0,0,0,0,0,1,0.376666667,113,0.746938776,183,1,0.24,72,0.689795918,169,1,0.82,246,0.4,98,0,0,0,0,0,1,0.266666667,80,0.853061224,209,1,0.15,45,0.779591837,191,1,0.806666667,242,0.493877551,121,1,0.75,225,0.46122449,113,245,300
441,441.jpeg,1,0.216666667,65,0,0,0.78,234,0.986666667,222,1,0.6,180,0.297777778,67,1,0.416666667,125,0.28,63,1,0.74,222,0.248888889,56,1,0.363333333,109,0.208888889,47,1,0.42,126,0.422222222,95,1,0.51,153,0.848888889,191,1,0.51,153,0.848888889,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,300
442,442.jpeg,1,0.19,57,0.16,32,0.673333333,202,0.83,166,1,0.546666667,164,0.345,69,1,0.406666667,122,0.355,71,1,0.596666667,179,0.26,52,1,0.326666667,98,0.275,55,1,0.493333333,148,0.585,117,1,0.496666667,149,0.815,163,1,0.69,207,0.455,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,300
443,443.jpeg,1,0.04,9,0.233333333,70,0.862222222,194,0.553333333,166,1,0.226666667,51,0.303333333,91,0,0,0,0,0,1,0.355555556,80,0.35,105,0,0,0,0,0,1,0.097777778,22,0.313333333,94,0,0,0,0,0,0,0,0,0,0,1,0.506666667,114,0.356666667,107,1,0.453333333,102,0.503333333,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.391111111,88,0.566666667,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.284444444,64,0.663333333,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,225
444,444.jpeg,1,0.076666667,23,0.186666667,42,0.573333333,172,0.568888889,128,1,0.506666667,152,0.391111111,88,1,0.433333333,130,0.377777778,85,1,0.553333333,166,0.333333333,75,1,0.42,126,0.315555556,71,1,0.446666667,134,0.466666667,105,1,0.48,144,0.564444444,127,0,0,0,0,0,0,0,0,0,0,1,0.636666667,191,0.591111111,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.583333333,175,0.662222222,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.573333333,172,0.742222222,167,0,0,0,0,0,1,0.206666667,62,0.533333333,120,0,0,0,0,0,225,300
445,445.jpeg,1,0.17,51,0.1,21,0.773333333,232,0.895238095,188,1,0.63,189,0.471428571,99,1,0.306666667,92,0.385714286,81,1,0.76,228,0.285714286,60,1,0.243333333,73,0.280952381,59,1,0.403333333,121,0.595238095,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,300
446,446.jpeg,1,0.223333333,67,0.257777778,58,0.673333333,202,0.702222222,158,1,0.31,93,0.351111111,79,0,0,0,0,0,1,0.346666667,104,0.351111111,79,1,0.386666667,116,0.333333333,75,1,0.236666667,71,0.377777778,85,1,0.366666667,110,0.524444444,118,1,0.823333333,247,0.608888889,137,1,0.486666667,146,0.457777778,103,1,0.516666667,155,0.693333333,156,0,0,0,0,0,1,0.753333333,226,0.795555556,179,1,0.7,210,0.795555556,179,1,0.5,150,0.848888889,191,1,0.46,138,0.848888889,191,1,0.866666667,260,0.871111111,196,1,0.76,228,0.902222222,203,1,0.48,144,0.924444444,208,1,0.433333333,130,0.915555556,206,1,0.856666667,257,0.942222222,212,1,0.71,213,0.942222222,212,225,300
447,447.jpeg,1,0,0,0.053333333,12,0.863333333,259,0.933333333,210,1,0.573333333,172,0.275555556,62,1,0.45,135,0.253333333,57,1,0.646666667,194,0.191111111,43,1,0.39,117,0.164444444,37,1,0.48,144,0.431111111,97,1,0.54,162,0.582222222,131,0,0,0,0,0,0,0,0,0,0,1,0.69,207,0.688888889,155,1,0.363333333,109,0.648888889,146,1,0.253333333,76,0.591111111,133,1,0.23,69,0.506666667,114,1,0.78,234,0.786666667,177,1,0.38,114,0.768888889,173,1,0.103333333,31,0.688888889,155,1,0.066666667,20,0.631111111,142,1,0.826666667,248,0.902222222,203,1,0.336666667,101,0.897777778,202,1,0.066666667,20,0.773333333,174,1,0.01,3,0.688888889,155,225,300
448,448.jpeg,1,0.162790698,42,0.113333333,34,0.705426357,182,0.82,246,1,0.379844961,98,0.366666667,110,1,0.271317829,70,0.356666667,107,1,0.418604651,108,0.303333333,91,1,0.255813953,66,0.296666667,89,1,0.325581395,84,0.423333333,127,1,0.333333333,86,0.516666667,155,1,0.775193798,200,0.43,129,1,0.519379845,134,0.43,129,1,0.468992248,121,0.71,213,1,0.333333333,86,0.716666667,215,1,0.786821705,203,0.646666667,194,1,0.643410853,166,0.666666667,200,1,0.480620155,124,0.886666667,266,1,0.364341085,94,0.88,264,1,0.837209302,216,0.863333333,259,1,0.709302326,183,0.806666667,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,258
449,449.jpeg,1,0.13,39,0.066929134,17,0.76,228,0.874015748,222,1,0.236666667,71,0.122047244,31,1,0.2,60,0.114173228,29,1,0.303333333,91,0.125984252,32,0,0,0,0,0,1,0.16,48,0.153543307,39,1,0.286666667,86,0.362204724,92,1,0.74,222,0.397637795,101,1,0.44,132,0.326771654,83,1,0.416666667,125,0.618110236,157,1,0.323333333,97,0.590551181,150,1,0.763333333,229,0.622047244,158,1,0.68,204,0.645669291,164,1,0.386666667,116,0.81496063,207,1,0.326666667,98,0.818897638,208,1,0.84,252,0.799212598,203,1,0.78,234,0.767716535,195,1,0.36,108,0.909448819,231,1,0.31,93,0.893700787,227,1,0.856666667,257,0.921259843,234,1,0.743333333,223,0.87007874,221,254,300
450,450.jpeg,1,0.09,27,0.048192771,12,0.706666667,212,0.947791165,236,1,0.58,174,0.265060241,66,1,0.423333333,127,0.261044177,65,1,0.65,195,0.148594378,37,1,0.373333333,112,0.168674699,42,1,0.5,150,0.34939759,87,1,0.506666667,152,0.702811245,175,0,0,0,0,0,0,0,0,0,0,1,0.72,216,0.911646586,227,1,0.33,99,0.871485944,217,0,0,0,0,0,1,0.293333333,88,0.485943775,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.156666667,47,0.56626506,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146666667,44,0.678714859,169,249,300
451,451.jpeg,1,0.085,17,0.133333333,40,0.56,112,0.8,240,1,0.34,68,0.246666667,74,1,0.22,44,0.243333333,73,1,0.425,85,0.206666667,62,1,0.235,47,0.19,57,1,0.21,42,0.273333333,82,1,0.29,58,0.403333333,121,0,0,0,0,0,0,0,0,0,0,1,0.48,96,0.603333333,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.495,99,0.713333333,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.49,98,0.803333333,241,1,0.29,58,0.63,189,0,0,0,0,0,0,0,0,0,0,300,200
452,452.jpeg,1,0.07,21,0.02745098,7,0.833333333,250,0.933333333,238,1,0.186666667,56,0.203921569,52,0,0,0,0,0,1,0.27,81,0.145098039,37,0,0,0,0,0,1,0.103333333,31,0.254901961,65,1,0.276666667,83,0.388235294,99,1,0.736666667,221,0.407843137,104,1,0.396666667,119,0.345098039,88,1,0.35,105,0.662745098,169,1,0.296666667,89,0.631372549,161,1,0.726666667,218,0.62745098,160,0,0,0,0,0,1,0.343333333,103,0.831372549,212,1,0.293333333,88,0.811764706,207,1,0.88,264,0.733333333,187,0,0,0,0,0,1,0.333333333,100,0.925490196,236,1,0.28,84,0.874509804,223,1,0.89,267,0.874509804,223,1,0.8,240,0.796078431,203,255,300
453,453.jpeg,1,0.216666667,65,0,0,0.686666667,206,0.992537313,266,1,0.51,153,0.317164179,85,1,0.37,111,0.313432836,84,1,0.536666667,161,0.212686567,57,1,0.336666667,101,0.21641791,58,1,0.42,126,0.410447761,110,1,0.52,156,0.71641791,192,1,0.733333333,220,0.294776119,79,0,0,0,0,0,1,0.646666667,194,0.899253731,241,1,0.433333333,130,0.873134328,234,1,0.813333333,244,0.667910448,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.873333333,262,0.921641791,247,1,0.713333333,214,0.869402985,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,300
454,454.jpeg,1,0,0,0.222222222,50,0.743333333,223,0.773333333,174,0,0,0,0,0,1,0.67,201,0.342222222,77,0,0,0,0,0,1,0.573333333,172,0.315555556,71,1,0.75,225,0.404444444,91,1,0.56,168,0.56,126,1,0.023333333,7,0.475555556,107,1,0.43,129,0.395555556,89,0,0,0,0,0,1,0.366666667,110,0.755555556,170,1,0.13,39,0.68,153,1,0.046666667,14,0.688888889,155,0,0,0,0,0,1,0.353333333,106,0.937777778,211,1,0.033333333,10,0.831111111,187,0,0,0,0,0,1,0.446666667,134,0.933333333,210,0,0,0,0,0,1,0.106666667,32,0.911111111,205,0,0,0,0,0,225,300
